x	y	label	key	showSelected1	group
-6.5	-6.2	X2<0.22	30	24	-1
-5.5	-6.2	p=1.00	31	24	-1
-1	-4.2	X1<0.46	32	24	-1
-1.66533453693773e-16	-4.2	p=0.00	33	24	-1
3	-4.2	p=1.00	34	24	-1
4	-4.2	*X1<0.79	35	24	-1
-0.5	-5.2	p=0.14	36	24	-1
0.5	-5.2	p=0.50	37	24	-1
1.5	-5.2	p=0.62	38	24	-1
2.5	-5.2	*X1<0.97	39	24	-1
-7	-7.2	*X1<0.15	40	24	-1
-6	-7.2	p=0.40	41	24	-1
-7.5	-8.2	p=0.60	42	24	-1
-6.5	-8.2	p=0.86	43	24	-1
-4.5	-6.2	p=0.40	44	24	-1
-3.5	-6.2	p=0.17	45	24	-1
3.5	-5.2	p=0.83	46	24	-1
4.5	-5.2	p=0.60	47	24	-1
2	-6.2	p=0.20	48	24	-1
3	-6.2	p=0.40	49	24	-1
